Cluster,Time_taken (min),Delivery_person_Age,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Vehicle_condition,multiple_deliveries,Weather_conditions_Cloudy,Weather_conditions_Fog,Weather_conditions_Missing,Weather_conditions_Sandstorms,Weather_conditions_Stormy,Weather_conditions_Sunny,Weather_conditions_Windy,City_Metropolitian,City_Missing,City_Semi-Urban,City_Urban,Festival_Missing,Festival_No,Festival_Yes
312,0.2656630791448541,0.8463396964411091,-0.06042280386807507,0.39229652163523615,-0.5487638777916467,0.32340598294397105,0.2729135749638366,0.39709262313465543,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
313,0.3588750946019545,0.9660705646306537,0.6175892317565236,0.2716731437862209,0.6182322954056391,0.06979072851008385,-0.6432893686866127,0.35075314456298023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
314,0.2362142281075834,1.5154994903884274,1.1339693082683224,0.3445328881198763,1.5048991307498079,0.22423830637222464,-0.6432893686866127,0.39168005282399815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
315,2.035141069038375,0.086974184415379,0.5049831485768009,0.2850782408781973,0.4143570749891683,0.09438569263828848,-1.5594923123370619,2.1762821142783224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
316,0.6227691464599685,1.149794623308426,-0.19307051878017828,0.3705987346211716,-0.7721509615837854,0.27895468133781914,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
317,-1.3889864063705613,-0.05733487173589667,-0.07451767244616207,0.41639903521929966,-0.5746183938350874,0.37378826069080323,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
318,0.8978317480782656,0.9211498769278582,0.5175545106841468,0.2828453486477731,0.4441864815541109,0.09254927547480198,0.2729135749638366,2.199557685432102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
319,0.4918302551110933,1.2899658042280209,1.436975587231545,0.38274411576275924,2.025931299309418,0.3055215931291254,-0.6432893686866127,0.34551470657674677,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
320,1.8614443482939005,0.044994032001256075,0.7762733463766179,0.34288030134871006,0.8807023064855614,0.21699492049248675,-1.5594923123370619,-0.9561132825502736,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
321,0.548372049102653,-0.29791731102031227,-1.1772036510474546,-1.5014252224408275,-2.4602340039967414,-3.679870600361706,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
322,1.3545343462479391,-0.10113153714017256,0.42176129787414196,0.29276173141846684,0.2795148640660883,0.11338489394409423,-0.6432893686866127,2.2327216284546703,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
323,0.5968760390463931,0.8446774980941613,-0.06137894315275418,0.4328973092326687,-0.546195119046071,0.41073203289689314,-0.6432893686866127,-0.6743857244794599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
324,0.8389340460037241,0.960609033519819,0.4360574206991202,0.2832866408360478,0.303937040468113,0.09331468346260367,-0.6432893686866127,1.0577660855721847,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
325,0.399577854388022,0.7466150764087843,1.4583507535809663,0.342259765879019,2.0603084635929,0.21911416116868473,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
326,1.0381529400383134,0.6979097193174549,1.4222795753896158,0.39186890812155495,1.9952634360685906,0.3229110463748066,-0.6432893686866127,0.4187153007192713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
327,1.0607820571511637,-0.42195427046140016,0.6290040699744293,0.26860328235071823,0.6302903770163972,0.06067554787316528,-1.5594923123370619,0.4220437089886121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
328,-0.8139574075780448,-0.18002071529869607,1.136258604921767,0.3559273323623944,1.5000426346275484,0.2452693673178353,-1.5594923123370619,0.4101661019369321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
329,0.36431673011971105,1.451885146095831,-0.10869949675687629,0.38042691312253885,-0.6297120865982282,0.2989500423030498,0.2729135749638366,-1.269842245062986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
330,1.0853805091940603,-0.28824870022766763,1.132528085947345,0.3430634208852323,1.5000064432725826,0.22028611331376874,-0.6432893686866127,2.178884535788692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
331,0.33634032163430383,-0.3939974166303268,0.4313131229114159,0.2881657592563093,0.29404546914262886,0.10302006544472261,0.2729135749638366,-0.7958679062237713,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
332,0.31278124080448727,1.1192546437148325,0.4481145333792147,0.2780692445190593,0.326183594219921,0.08282884585367441,-0.6432893686866127,0.370837192112782,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
333,-0.46319598402759626,-0.14044360520758623,-0.12366589278800526,0.3879929717727528,-0.6594142344652919,0.3135420417392957,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
334,0.6010699930640848,1.0246036790066315,0.6333847785573955,0.26919003832157884,0.6462787229283314,0.06487363396771727,0.2729135749638366,0.38445847120489457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
335,1.4469827036113712,0.24224338371575613,-1.1772036510474546,-1.5014252224408275,-2.46461020167275,-3.6813975739187703,-0.6432893686866127,2.164214268557404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
336,0.1768634667863147,-0.06274093109492043,-0.10120351882827859,0.3929624333277349,-0.6202547291229076,0.3242728511999496,-0.6432893686866127,0.41016610193693215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
337,-1.4615120341910737,0.1850656008898645,-0.12091683371701692,0.39054975187073027,-0.6542758769559658,0.3190966428688981,-0.6432893686866127,-1.4510234780347995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
338,0.6033432377055584,-0.038855248773810976,0.2983024011278786,0.4039070462133517,0.06837350707122455,0.34862805767773397,-0.6432893686866127,-1.384850266062039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
339,1.0195536656989845,1.221743164976862,0.8306006818993871,0.5734844435974253,0.9804964840563387,0.7069589338074047,-0.6432893686866128,-0.5491863879496015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
340,-0.7434508830656227,0.17834417185540385,0.4501310055482199,0.28122656886225206,0.3220945041508559,0.08687208695786842,-1.5594923123370619,0.41016610193693215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
341,0.8939052346066295,1.4493513677617675,0.47023250637299113,0.2720505194978678,0.36185041099318116,0.06931058460009766,0.2729135749638366,0.33407176059235905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
342,1.5771185786713104,0.5946761171981153,0.3217539095076668,0.40464034923087955,0.11080301181351437,0.35094983602389096,-0.6432893686866127,3.4477027611887454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
343,-1.4394253959131207,1.0996600516504007,-0.08304873913299923,0.3849983102525815,-0.594673729495498,0.3054931184942409,-0.6432893686866127,0.41016610193693215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
344,0.02364706698401109,0.10781281263664813,-0.09389874867429167,0.37921227636828125,-0.6091285055080085,0.29470666328070866,0.2729135749638366,0.4101661019369321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
345,1.5343632097579396,0.7610687421700334,0.8024200053728463,0.3655011045699277,0.9310598019500262,0.26675517095430656,-0.6432893686866126,2.189954844051206,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
346,1.033015997601737,0.8852618525640158,0.7259417376010184,0.2776586414778322,0.8037135586007522,0.08232784429801698,0.2729135749638366,1.80605351188112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
347,0.20234804941472206,0.5834658075110659,0.6662112910864328,0.2705836735156687,0.6978528482964871,0.06617246921139176,0.2729135749638366,0.39240488837996995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
348,0.3758859215986388,-0.02477313875165665,0.7674644319269396,0.6378646940705391,0.8714460788249302,0.8428334145675984,0.2729135749638366,-0.9698197409815438,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
349,0.5189231980653823,0.675929883633097,0.43111185718181594,0.2755196176533849,0.29792398616700383,0.07775131365166284,-1.5594923123370619,-0.34584589212806666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
350,-0.12215563605366495,0.5961068379972649,0.4452525796588522,0.28565410774486566,0.3125036243670217,0.09580771310166045,-1.5594923123370619,0.41016610193693215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
351,-1.3834725789423064,0.02317518157414122,0.44346337862986956,0.28462137091171125,0.3130762868416137,0.09489430901585433,-0.6432893686866127,0.4101661019369322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
352,0.17289919837745135,1.4604787958579315,-0.10184194124231559,0.3750047343648609,-0.6197652807404441,0.2868509317187943,0.2729135749638366,0.4334241905482329,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
353,1.0557984054371639,0.8277548705774572,-1.1772036510474546,-1.5014252224408275,-2.463631393929319,-3.6810560414624414,-0.6432893686866128,2.1813504941879533,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
354,0.20171700260678055,1.1535919446430962,0.44616083794841105,0.28099983857522554,0.3238034960079561,0.08936474624843664,0.2729135749638366,0.38521018581629624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
355,1.044352698151423,0.7897294014809193,0.7343434654987683,0.32033636798861287,0.8159561629308688,0.17182153521485583,-0.6432893686866127,1.7460219766009153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
356,1.482882255352044,1.1054387175485452,0.460493924377271,0.28915285534592383,0.34400440515336805,0.1050772645222906,0.2729135749638366,1.4249106998843002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
357,-1.5150784787502471,0.007758938429092591,-0.10626010435048522,0.3858711434343466,-0.631381691740031,0.30842049583768055,0.2729135749638366,-1.4510234780347995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
358,0.31278124080448727,1.3940969535477836,-0.06218424776852804,0.3889278017461324,-0.5506431256790159,0.31668057981821196,-0.6432893686866127,1.84571056494497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
359,1.1752118783245584,1.0740056181629094,-1.1772036510474546,-1.5014252224408275,-2.461903674626114,-3.6804531935370632,-0.6432893686866127,0.37989375060173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
360,-0.17225865863291287,1.1466818135931611,0.7720766515816969,0.3325235167925856,0.8723544187372501,0.19469221448473656,-1.5594923123370619,0.41016610193693215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
361,0.25781005220158193,0.8404479680971223,0.7746563809854502,0.34387416061722187,0.8847872157474919,0.2214895572278042,0.2729135749638366,-0.3887883268599516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
362,0.9397567790173478,1.4649273707366215,0.4391778260361805,0.29067794439682043,0.3141093496772117,0.11062700480233585,-0.6432893686866127,2.007373683653075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
363,0.17686346678631473,-0.10410357130698587,-0.12228857936140046,0.38109238094373,-0.655679040711025,0.29942862377418317,0.2729135749638366,0.41016610193693215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
364,0.20118559476851403,1.2861488781737005,0.3219473833191998,0.4049000295664316,0.11173907904666693,0.35170981780979743,0.2729135749638366,0.40214093582316374,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
365,1.082377881245162,0.06520962365652838,1.4763285093870424,0.34352625953012444,2.0909537992573246,0.2217272234787814,-0.6432893686866127,2.150755049624322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
366,-0.31716809442756466,0.912107132785094,1.134074750788566,0.35841557528363055,1.4958487743009008,0.2503746996483726,0.2729135749638366,0.4101661019369321,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
367,1.031953181925204,1.3994387127720394,1.1055595631340753,0.44925521194937373,1.4564023991850705,0.4457712321801064,0.2729135749638366,0.47053517294326896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
368,-1.6112103602971999,0.677650328701051,-0.06848152845013505,0.41235087982667584,-0.5685118161691529,0.3637463516194301,-0.6432893686866127,-1.4510234780347995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
369,1.2972142611932516,-0.5293934492258866,0.7745281246943322,0.33193870606303466,0.8825888525363803,0.1955596018309374,-0.6432893686866127,-0.21962315766573476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
370,1.1653955946454682,0.6158072032861968,-0.17558109282966217,0.36605804833204975,-0.7467155245907519,0.2677617800194761,-0.6432893686866127,1.148386318828354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
371,-1.2241683180930703,-0.048812695105143286,-0.12306940840383185,0.38803330357247245,-0.6577658154910522,0.3138455641650791,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
372,1.0416403039769375,1.447490031633926,-0.16996278626621109,0.36599719760217647,-0.7349454765407798,0.26837791223263946,0.2729135749638366,0.3580534293415143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
373,-1.26795708584127,0.04428728309436412,0.4479355624210609,0.278399928201058,0.32039245499768615,0.08161454913361933,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
374,1.6085306864443991,0.35225133947561155,0.44347451737010046,0.27744641600262043,0.31993300384395074,0.08210741715876844,0.2729135749638366,1.6707773449163617,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
375,-0.2614713544222918,-0.42706454331994326,0.4427993303043699,0.2857775457824644,0.31241270106971186,0.09750507502534059,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
376,0.9943117933813239,0.42681505481187826,1.138108660632272,0.3835371216502493,1.510216486256226,0.3060980020328423,-0.6432893686866127,0.4275022699307363,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
377,0.5287394817444726,0.8002546434822503,-1.1772036510474546,-1.5014252224408275,-2.4635690360359934,-3.681034283109361,-0.6432893686866127,-0.34762877348176147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
378,0.37167894287902875,1.118368126435329,0.6218542831160697,0.27295264936941005,0.6222773493578849,0.07135563047659271,-0.6432893686866127,-0.8875261232408959,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
379,-0.30237253641850115,-0.10779666418306315,-0.10976056838689156,0.3923218848073209,-0.6355316253574397,0.3227084379462306,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
380,0.2317969004519928,1.2711492668375501,0.6408290433351149,0.268596389311647,0.6534783900403601,0.06167566053514006,-0.6432893686866127,-1.391807395793573,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
381,0.5405190221593809,1.3942091240329544,0.4778304623705242,0.31333481448043393,0.37291843637858274,0.1559287608224317,0.2729135749638366,-1.4130333296715898,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
382,1.4612864312580454,0.8034813974325742,-0.11690982564859298,0.3778289864373777,-0.6443943553077225,0.2932464043831741,0.2729135749638366,1.7026436212410825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
383,-0.4160778223679631,0.5667467496324505,0.7173127623382614,0.2990560624694866,0.7825621304822042,0.12535988524515723,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
384,-0.3782851302034657,-0.4054599499948912,0.6619556597058894,0.27036215530924745,0.6879309859589521,0.06478865516220782,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
385,0.8428605594753602,0.6593325347970097,-0.05589888849369954,0.4501701250772287,-0.5420208188799179,0.445435650631957,0.2729135749638366,2.064291298735788,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
386,-0.40871560960864545,1.2220860804923623,0.7819205092510144,0.34861366923001963,0.8939178880633424,0.2303510749499389,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
387,1.402388729183504,-0.6099145431323186,0.18715187867579935,0.29262125540223927,-0.13081273778773836,0.11030711376582857,-1.5594923123370619,2.137865748781449,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
388,-1.454149821431756,0.09864722758965634,0.43922412247299303,0.2890640447648252,0.30554433516854235,0.10419785497285622,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
389,-0.8465735263470127,1.3896164357497836,0.4480403729696409,0.2833715696068479,0.318245331015335,0.09131606050184182,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
390,0.43842967189684234,1.4226973172598314,-1.1772036510474544,-1.5014252224408275,-2.4637928643688753,-3.6811123828596326,0.2729135749638366,0.28712650343748325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
391,-0.7473773965372588,0.5307390940906972,-0.13213045303451987,0.38916314261545887,-0.6785732012025397,0.3143968104918474,-1.5594923123370619,0.41016610193693215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
392,0.6019154146249635,0.21256235603083987,-0.08280489281754042,0.39468006490689195,-0.5899684237882579,0.3274627945633873,-1.5594923123370619,0.4101661019369321,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
393,1.1442782112686019,0.6498814949223489,0.5615018845659812,0.26924194777286664,0.5196982593379441,0.06383182488787958,-0.6432893686866127,0.41830994671003596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
394,-0.27619577994092714,-0.05258492568570794,1.134714824724858,0.3449960248898486,1.498320087285571,0.2224759563707539,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
395,-0.004047777251666706,0.6395070466926832,-0.13180756948502986,0.37838509675515786,-0.6770761612677324,0.2919338586152116,-1.5594923123370619,0.41016610193693215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
396,-1.7211527375030107,-0.3900966836304098,-0.09184129945417868,0.3817551748195681,-0.6038583160267562,0.3006917776155615,-0.6432893686866127,-1.4510234780347995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
397,1.412205012862594,-0.23598748484890403,0.7159352360435655,0.27547209492046854,0.7802558509967604,0.07550701071382819,-1.5594923123370619,-0.39909754196723335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
398,0.1434503473401806,0.6963743095827628,0.32156217299199885,0.4051557362939367,0.107173458477959,0.35088800218055965,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
399,-1.4439067428100967,0.45120914185065053,0.735089423508003,0.3033414424586914,0.8133136368927123,0.13451430787387966,0.2729135749638366,0.4101661019369321,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
400,0.4821121342687939,1.5386118101700794,0.7602691699083961,0.6467928040629602,0.8603924559632278,0.8621623292470435,0.2729135749638366,-1.2590098670430738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
401,-1.4305907406019396,-0.41314158317713195,0.44423080655986774,0.2812959310881734,0.31335103621458754,0.0874986961370443,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
402,0.9470641862226259,0.36732181759294696,0.4370609975025714,0.2729961481106492,0.3064594911378985,0.0718332060724072,-0.6432893686866128,-0.8828844628378759,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
403,-0.9760390634148902,0.5298918551367736,-0.1373559593383305,0.3918100778551825,-0.6826100453664613,0.3217126733649288,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
404,0.22639794442849315,-0.5283660809107428,0.728763955842096,0.3018205894250327,0.8020168673451568,0.13114169508595355,-0.6432893686866127,0.41016610193693215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
405,1.5128219205732691,0.14445129024549716,0.8323076969730034,0.5732728912380356,0.9777175718350847,0.7045204288005311,-1.5594923123370619,-1.4322678201284158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
406,0.6991501664134792,1.4235386333951805,-1.1772036510474546,-1.5014252224408275,-2.4651402819833685,-3.6815825332550167,0.2729135749638366,0.40994216654282895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
407,-0.8494667467997973,0.2935686695890148,0.6483762462320759,0.26919901461081536,0.6608105110553681,0.060992038587215046,-1.5594923123370619,0.41016610193693215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
408,-1.5405331178077504,-0.2748721858967989,-0.0791491996766402,0.4035528543198878,-0.5829754125116057,0.346478313879865,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
409,-1.506503334386904,-0.49507900378769976,0.4513096173978533,0.2878136021913215,0.3274889530191887,0.1019785105735228,-0.6432893686866127,0.41016610193693215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
410,-0.7654997664063484,0.41883837994555584,0.6566667907071742,0.2699163933895419,0.6801830503460646,0.06430748402410062,-1.5594923123370619,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
411,1.0710891550142083,0.7513817435053483,0.7424012913261719,0.3410295804432227,0.83424719735929,0.21714132140157558,0.2729135749638366,1.811142430194154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
412,-0.29975486077074376,1.3747585399893967,0.4936918312126564,0.29229904396618467,0.3967282146482681,0.1102610906666062,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
413,0.36431673011971105,0.7808063883171953,0.7763439591630547,0.34619903088389237,0.8868967599356246,0.22613211392951216,0.2729135749638366,-1.426931561679056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
414,-1.2532047202362617,0.28588703640677404,0.6865911853390702,0.28004067025908175,0.7312503881558882,0.08562864839211627,0.2729135749638366,0.41016610193693215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
415,1.1826549945207918,-0.0886230901174335,1.4695242374996766,0.3516441332302417,2.0794500184620914,0.23895170328023313,-0.6432893686866128,1.5837504202100308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
