num of ratings,avg cost (two people),online_order,table booking,restaurant type,cuisines type,area
133,250.0,Yes,No,Quick Bites,"South Indian, Hyderabadi",Malleshwaram
144,480.29235581780864,No,No,"Cafe, Dessert Parlor","Cafe, Desserts",Indiranagar
106,700.0,Yes,No,Cafe,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",Lavelle Road
1784,990.9332713758138,Yes,Yes,Casual Dining,Vietnamese,"Byresandra,Tavarekere,Madiwala"
38,200.0,Yes,No,Quick Bites,"Biryani, South Indian, Kebab",Kalyan Nagar
10,400.0,Yes,No,Quick Bites,Mangalorean,Malleshwaram
477,1379.480581653672,Yes,No,Casual Dining,North Indian,Bellandur
300,750.0,No,Yes,Casual Dining,"Andhra, Chinese, North Indian",Kalyan Nagar
377,638.342797437443,Yes,No,Cafe,"Cafe, Beverages, Desserts",Bannerghatta Road
40,500.0,No,No,Delivery,North Indian,Bannerghatta Road
40,250.0,No,No,Quick Bites,South Indian,Bannerghatta Road
263,450.0,Yes,No,Casual Dining,"North Indian, South Indian, Kerala, Seafood",Sarjapur Road
380,1000.0,Yes,No,Casual Dining,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",Electronic City
45,600.0,No,No,Casual Dining,"North Indian, South Indian, Continental",Brigade Road
1286,400.0,Yes,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
120,1000.0,No,Yes,"Casual Dining, Bar","Thai, Continental, North Indian",Brigade Road
40,700.0,Yes,No,Cafe,"Cafe, Continental",Indiranagar
5,500.0,No,No,Delivery,"Continental, Asian, North Indian",Koramangala 4th Block
21,200.0,Yes,No,Sweet Shop,"Mithai, Fast Food",Brookefield
2048,1585.6455080909968,Yes,Yes,Casual Dining,"Italian, Pizza, Beverages",Indiranagar
24,700.0,Yes,No,Cafe,"Cafe, Lebanese","Byresandra,Tavarekere,Madiwala"
1080,1037.5052357911657,Yes,Yes,Casual Dining,"Andhra, North Indian",Bannerghatta Road
216,477.6377225093572,No,No,Casual Dining,North Indian,Bellandur
31,700.0,Yes,No,Casual Dining,"South Indian, North Indian, Chinese",Koramangala 4th Block
43,600.0,Yes,No,Cafe,"Cafe, European, Continental",New BEL Road
280,1000.0,Yes,No,Casual Dining,"North Indian, Chinese",Bellandur
12,309.7366893791221,No,No,Quick Bites,"North Indian, South Indian, Chinese",Whitefield
83,671.8014178127002,Yes,No,Delivery,"North Indian, South Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala"
50,400.0,No,No,Quick Bites,"Street Food, Rolls",New BEL Road
3117,1500.0,Yes,Yes,"Casual Dining, Bar","North Indian, Chinese, Continental, Thai, Salad",Brookefield
12,500.0,No,No,Food Court,"Chinese, Kerala","Byresandra,Tavarekere,Madiwala"
40,300.0,No,No,Quick Bites,Desserts,Indiranagar
40,300.0,Yes,No,Takeaway,"Italian, Continental, Chinese, Thai, American, Arabian",Bannerghatta Road
1099,703.329385998154,Yes,No,Cafe,"Cafe, Chinese, Pizza, North Indian, Burger","Byresandra,Tavarekere,Madiwala"
62,500.0,Yes,No,Casual Dining,"Oriya, Bengali","Byresandra,Tavarekere,Madiwala"
36,400.0,No,No,"Food Court, Quick Bites","Kerala, Konkan",Koramangala 4th Block
2402,1459.726051525317,No,No,Casual Dining,"Fast Food, European",Brigade Road
431,800.0,Yes,Yes,Casual Dining,North Indian,Banashankari
297,1350.6221094837608,No,No,Casual Dining,North Indian,Brookefield
54,441.4436271206698,Yes,No,"Takeaway, Delivery","North Indian, Biryani, Asian",Electronic City
82,150.0,Yes,No,Quick Bites,"Fast Food, Sandwich, South Indian",Brookefield
43,300.0,No,No,Quick Bites,South Indian,Koramangala 4th Block
1069,1200.0,Yes,Yes,"Casual Dining, Bar","American, Continental, Steak, Salad",Brigade Road
54,350.0,Yes,No,Quick Bites,"North Indian, Chinese",Bannerghatta Road
40,310.36209432135934,Yes,No,Quick Bites,"Chinese, Momos","Byresandra,Tavarekere,Madiwala"
49,400.0,No,No,"Dessert Parlor, Beverage Shop","Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
371,2400.0,No,Yes,Fine Dining,"North Indian, Continental, Asian",Malleshwaram
160,150.0,No,No,"Quick Bites, Sweet Shop","Street Food, Mithai","Byresandra,Tavarekere,Madiwala"
95,400.0,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",New BEL Road
40,150.0,No,No,Dessert Parlor,"Ice Cream, Desserts",Brigade Road
10,300.0,Yes,No,Delivery,"Andhra, Biryani, North Indian, South Indian",Bellandur
53,400.0,No,No,Quick Bites,Fast Food,Frazer Town
22,400.0,Yes,No,Quick Bites,"Andhra, Biryani",Electronic City
34,150.0,Yes,No,Quick Bites,"Mithai, Street Food",Bannerghatta Road
19,600.0,No,No,Casual Dining,"North Indian, Chinese, Thai",Bannerghatta Road
139,889.6519196166104,No,No,"Pub, Casual Dining","Seafood, North Indian, Chinese",Lavelle Road
40,200.0,No,No,Quick Bites,Fast Food,Banashankari
40,300.0,No,No,Quick Bites,"American, Chinese","Byresandra,Tavarekere,Madiwala"
325,555.6878443172096,Yes,No,Cafe,"Cafe, Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
42,300.0,Yes,No,Beverage Shop,"Juices, Healthy Food",Kalyan Nagar
76,700.0,Yes,No,Casual Dining,"Chinese, North Indian",HSR
40,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Indiranagar
24,300.0,Yes,No,Quick Bites,"South Indian, North Indian, Chinese",Frazer Town
43,150.0,No,No,Food Court,"Desserts, Ice Cream",Malleshwaram
40,300.0,Yes,No,Quick Bites,"North Indian, Chinese",Indiranagar
990,1520.1754134298499,No,No,Lounge,Finger Food,Brigade Road
376,500.0,Yes,No,Quick Bites,"North Indian, Chinese, Arabian, Rolls, Juices","Byresandra,Tavarekere,Madiwala"
7,250.0,No,No,Quick Bites,"North Indian, Chinese",Brookefield
63,570.6004185268083,Yes,No,Casual Dining,"Biryani, North Indian, Chinese",Bellandur
44,451.0117476865554,Yes,No,Quick Bites,North Indian,Brookefield
17,600.0,No,No,Casual Dining,"Andhra, Chinese, North Indian, South Indian",Electronic City
34,750.3842326501222,No,No,Casual Dining,North Indian,New BEL Road
26,450.0,No,No,Casual Dining,"North Indian, Chinese",Electronic City
491,116.17695789181994,No,No,Quick Bites,"South Indian, North Indian, Chinese",Malleshwaram
40,450.0,Yes,No,Quick Bites,"North Indian, Mughlai",Marathahalli
40,331.09123462517704,No,No,Cafe,"Cafe, Fast Food",Kalyan Nagar
32,100.0,No,No,Quick Bites,Street Food,Bellandur
97,265.29976645878,Yes,No,Quick Bites,South Indian,Malleshwaram
40,800.0,No,No,Casual Dining,"Cafe, Continental, Desserts",Brookefield
176,449.3385593547353,Yes,No,Delivery,North Indian,Indiranagar
130,400.0,Yes,No,Quick Bites,"Chinese, North Indian, Arabian, Biryani",Electronic City
40,300.0,No,No,Takeaway,"North Indian, South Indian, Chinese",Jayanagar
134,600.0,No,No,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages, Italian",Indiranagar
20,400.0,No,No,Quick Bites,"Healthy Food, Beverages, Mexican, Burger, Italian","Byresandra,Tavarekere,Madiwala"
40,300.0,No,No,Quick Bites,"American, Chinese","Byresandra,Tavarekere,Madiwala"
2860,1500.8319942227192,No,Yes,"Bar, Casual Dining","Continental, North Indian",Indiranagar
20,200.0,No,No,Quick Bites,"Fast Food, Street Food",Frazer Town
188,400.0,No,No,Dessert Parlor,"Ice Cream, Desserts",Basavanagudi
1108,796.3685188687049,Yes,No,Cafe,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",Brigade Road
40,500.0,Yes,No,Casual Dining,"South Indian, North Indian, Fast Food, Chinese, Street Food",Banashankari
2409,1199.742185748067,No,Yes,"Bar, Casual Dining","Chinese, Continental, Finger Food, Italian","Byresandra,Tavarekere,Madiwala"
1033,1373.1814089318204,No,Yes,Casual Dining,"American, North Indian, Pizza, Finger Food, Continental, Italian","Byresandra,Tavarekere,Madiwala"
602,1308.7199199592137,No,No,Casual Dining,"Cafe, Italian, Pizza",Koramangala 4th Block
2729,1300.0,No,No,Cafe,"Cafe, Continental, European, Juices","Byresandra,Tavarekere,Madiwala"
8,350.0,No,No,Quick Bites,"North Indian, South Indian, Chinese",Electronic City
40,300.0,Yes,No,Quick Bites,North Indian,Bannerghatta Road
90,447.6560057197069,No,No,Casual Dining,"North Indian, South Indian, Chinese",Malleshwaram
70,200.0,No,No,Quick Bites,South Indian,HSR
40,800.0,No,No,Casual Dining,"Mexican, American",Bannerghatta Road
1580,750.0,No,No,Cafe,"Cafe, American, Burger, Beverages",HSR
26,100.0,Yes,No,Quick Bites,South Indian,Bannerghatta Road
230,600.0,Yes,No,Cafe,"Cafe, Continental, Burger",Koramangala 4th Block
40,300.0,Yes,No,Quick Bites,"Chinese, Momos",Bannerghatta Road
40,200.0,Yes,No,Quick Bites,Healthy Food,Malleshwaram
4,300.0,No,No,Quick Bites,"North Indian, Chinese",HSR
252,750.0,Yes,Yes,Casual Dining,"Mughlai, North Indian, Turkish, Afghan","Byresandra,Tavarekere,Madiwala"
68,481.9229906118522,No,No,Casual Dining,"North Indian, Street Food",Bannerghatta Road
2031,1700.0,No,Yes,"Pub, Microbrewery","Continental, North Indian, Finger Food",Indiranagar
7,500.0,Yes,No,Dessert Parlor,"Desserts, Ice Cream",Koramangala 6th Block
52,400.0,No,No,Quick Bites,"North Indian, Chinese",Frazer Town
376,600.0,Yes,No,Delivery,North Indian,Bellandur
40,300.0,No,No,Quick Bites,South Indian,Bellandur
37,300.0,No,No,Quick Bites,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
40,200.0,No,No,Quick Bites,"Juices, Fast Food",Marathahalli
31,600.0,No,No,Cafe,Cafe,Bannerghatta Road
282,2000.0,No,Yes,Casual Dining,"Asian, North Indian, South Indian, Momos",Sarjapur Road
121,600.0,Yes,No,Casual Dining,"North Indian, Chinese, Biryani, South Indian",Rajajinagar
40,150.0,No,No,"Takeaway, Delivery","Cafe, Chinese, South Indian",Indiranagar
70,250.0,Yes,No,Dessert Parlor,Ice Cream,Malleshwaram
40,200.0,No,No,Quick Bites,"Fast Food, Beverages",Electronic City
132,246.51992100846627,Yes,No,Quick Bites,South Indian,Malleshwaram
4,250.0,No,No,Quick Bites,"North Indian, Chinese",New BEL Road
40,238.17625438806527,Yes,No,Quick Bites,"Fast Food, Ice Cream, Beverages",Brookefield
40,800.0,No,No,Cafe,"Cafe, Continental, Desserts",Brookefield
8,200.0,No,No,Quick Bites,"Kebab, Biryani",New BEL Road
140,199.61800773414168,No,No,Dessert Parlor,South Indian,Basavanagudi
28,150.0,No,No,Quick Bites,Biryani,New BEL Road
324,185.0775996685796,No,No,Quick Bites,North Indian,Malleshwaram
10,550.0,No,No,Kiosk,"Biryani, Andhra",Whitefield
241,664.5228708164016,Yes,No,Casual Dining,"Chinese, Thai",Brookefield
55,300.0,Yes,No,Quick Bites,South Indian,Electronic City
40,200.0,No,No,Dessert Parlor,Desserts,Brookefield
4,150.0,No,No,Quick Bites,Biryani,Whitefield
32,700.0,Yes,No,Quick Bites,"North Indian, Mughlai",Brigade Road
40,201.37455540113453,No,No,Quick Bites,North Indian,New BEL Road
20,300.0,Yes,No,Bakery,"Bakery, Desserts",Brookefield
87,300.0,Yes,No,Quick Bites,"South Indian, Hyderabadi",Malleshwaram
113,580.2713842340538,No,No,Casual Dining,"Chinese, Momos",Brigade Road
52,533.2194772865079,No,No,Casual Dining,"North Indian, Chinese",Brookefield
33,200.0,No,No,Dessert Parlor,"Desserts, Ice Cream",Rajajinagar
59,316.7073904946328,Yes,No,Quick Bites,North Indian,Brookefield
58,400.0,Yes,No,Dessert Parlor,"Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
65,400.0,No,Yes,"Cafe, Bakery","Cafe, Bakery, Fast Food",Brookefield
241,600.0,No,No,Cafe,"Cafe, Continental, American, Italian",Kalyan Nagar
172,1123.5758140546566,No,No,Dessert Parlor,"Lebanese, Mediterranean, Cafe",Brigade Road
3826,800.0,No,No,Cafe,"Cafe, Italian, Fast Food","Byresandra,Tavarekere,Madiwala"
51,500.0,Yes,No,Casual Dining,"North Indian, Chinese, Mughlai, Biryani",Whitefield
63,114.99646987365331,No,No,Quick Bites,South Indian,Basavanagudi
4,300.0,No,No,Quick Bites,"North Indian, Chinese",Rajajinagar
14,1000.0,No,No,"Casual Dining, Bar","Continental, Italian, Chinese",HSR
379,300.0,No,No,Quick Bites,"South Indian, North Indian, Chinese",Jayanagar
207,347.02104613253414,No,No,Quick Bites,South Indian,Banashankari
431,700.0,Yes,No,Casual Dining,"Continental, Italian, Chinese",Malleshwaram
74,473.54108870677305,No,No,Cafe,Cafe,HSR
40,500.0,Yes,No,"Takeaway, Delivery","North Indian, Chinese",Brookefield
48,668.6266636879775,Yes,No,Casual Dining,"Momos, American",Bannerghatta Road
337,500.0,Yes,No,Quick Bites,"North Indian, Chinese",Bellandur
196,840.9357432456364,Yes,No,Casual Dining,"Seafood, South Indian, North Indian",Kalyan Nagar
89,300.0,No,No,Quick Bites,"South Indian, Chinese, Street Food, Juices",Brigade Road
40,300.0,Yes,No,Takeaway,"Chinese, North Indian",Bannerghatta Road
25,300.0,No,No,Dessert Parlor,Desserts,Malleshwaram
83,800.0,Yes,No,Casual Dining,"Arabian, North Indian, Seafood, Chinese, Biryani",Bellandur
934,782.968102719655,Yes,Yes,"Casual Dining, Cafe","Continental, European, Mediterranean, Cafe, Steak",Brookefield
915,583.6575086538304,No,No,Quick Bites,South Indian,Basavanagudi
231,780.95043631658,Yes,No,Casual Dining,"North Indian, Andhra",Bellandur
1745,750.0,Yes,Yes,Casual Dining,"Biryani, Chinese, North Indian, Seafood",Indiranagar
4,200.0,No,No,Quick Bites,"Fast Food, Beverages",Frazer Town
40,400.0,Yes,No,Delivery,"Sandwich, Beverages",Old Airport Road
61,600.0,Yes,No,Casual Dining,Bengali,Electronic City
8,150.0,Yes,No,Quick Bites,Fast Food,Bannerghatta Road
40,300.0,No,No,Quick Bites,"Chinese, North Indian",Brookefield
40,200.0,No,No,"Sweet Shop, Quick Bites","Mithai, Street Food",Brookefield
40,250.0,No,No,Quick Bites,"North Indian, Fast Food",Bellandur
40,78.25296644677374,No,No,Quick Bites,South Indian,Basavanagudi
40,300.0,Yes,No,Quick Bites,"Fast Food, Pizza, Desserts","Byresandra,Tavarekere,Madiwala"
241,100.0,No,No,Bakery,"Bakery, Desserts",Frazer Town
40,200.0,No,No,Quick Bites,Fast Food,Kalyan Nagar
1340,2317.149005282253,No,Yes,Fine Dining,"European, Continental, Chinese, Thai",Brigade Road
41,400.0,Yes,No,Food Truck,"Pizza, Fast Food, BBQ",Jayanagar
40,190.15852558163655,No,No,Bakery,Bakery,Banashankari
97,580.9694984683251,Yes,No,Casual Dining,"North Indian, Chinese",Brookefield
85,1200.0,No,Yes,Casual Dining,North Indian,Malleshwaram
40,400.0,No,No,Quick Bites,North Indian,Indiranagar
687,3000.0,No,No,Fine Dining,"European, Mediterranean, North Indian",Brigade Road
113,1000.0,No,No,Casual Dining,European,Kalyan Nagar
44,450.0,Yes,No,Quick Bites,"Fast Food, Continental, Desserts",Brookefield
1499,1300.0,Yes,Yes,"Casual Dining, Bar","European, Mediterranean, Asian, North Indian, South Indian, Momos",Sarjapur Road
250,250.0,Yes,No,Quick Bites,North Indian,Bellandur
765,800.0,No,No,Casual Dining,"North Indian, Mughlai, Afghan",Brigade Road
107,500.0,No,No,Casual Dining,"North Indian, Chinese, Biryani, Beverages",Koramangala 4th Block
26,300.0,Yes,No,Quick Bites,"Rajasthani, North Indian",Bellandur
7,80.0,No,No,Quick Bites,South Indian,Rajajinagar
56,1026.68396218632,No,Yes,Casual Dining,"North Indian, Pan Asian, Chinese, Italian, Continental, South Indian",HSR
40,658.8680666313779,Yes,No,Casual Dining,"North Indian, Chinese",Brookefield
314,300.0,Yes,No,Quick Bites,"Street Food, Maharashtrian",Basavanagudi
429,2375.3848246055277,No,Yes,"Fine Dining, Bar","Modern Indian, European, American",Lavelle Road
42,300.0,No,No,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",Banashankari
40,200.0,No,No,Quick Bites,South Indian,Lavelle Road
409,688.9796929682337,Yes,No,Cafe,"Cafe, Continental, Mexican","Byresandra,Tavarekere,Madiwala"
23,471.011427911876,No,No,Quick Bites,"North Indian, Chinese",Bannerghatta Road
141,200.0,No,No,"Sweet Shop, Quick Bites","Mithai, South Indian",Basavanagudi
21,700.0,No,No,Casual Dining,"Street Food, North Indian, Continental, Beverages",Kammanahalli
31,242.314337254939,No,No,Quick Bites,"South Indian, Chinese",Brookefield
95,566.1915590633739,Yes,No,Casual Dining,"North Indian, Chinese",Brookefield
206,1282.174544554845,No,Yes,"Bar, Casual Dining",Continental,Malleshwaram
64,300.0,No,No,Quick Bites,"South Indian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
122,389.0223038385099,Yes,No,Quick Bites,"North Indian, Chinese, Biryani",Brookefield
6,400.0,No,No,Quick Bites,"North Indian, South Indian, Chinese",Electronic City
40,400.0,No,No,Cafe,"American, Cafe, Chinese, Italian, Desserts",Brigade Road
9,500.0,Yes,No,"Takeaway, Delivery","Healthy Food, Beverages, Salad",Bellandur
61,250.0,Yes,No,Quick Bites,"North Indian, Fast Food",Bellandur
40,300.0,No,No,Quick Bites,Biryani,"Byresandra,Tavarekere,Madiwala"
258,182.3474804199849,No,No,Quick Bites,"Bakery, Fast Food",Brigade Road
118,790.5298999010515,No,Yes,Casual Dining,"Mughlai, Biryani",Indiranagar
40,100.0,No,No,Quick Bites,South Indian,Koramangala 4th Block
146,374.6973659079747,Yes,No,Quick Bites,South Indian,Malleshwaram
47,300.0,No,No,Quick Bites,"South Indian, North Indian",Koramangala 4th Block
430,3384.971563840437,No,Yes,"Fine Dining, Bar",Finger Food,Lavelle Road
40,300.0,Yes,No,Quick Bites,"Biryani, Fast Food",Kalyan Nagar
40,200.0,Yes,No,Quick Bites,"Momos, Fast Food",Bannerghatta Road
9,300.0,No,No,Quick Bites,South Indian,Basavanagudi
14,400.0,No,No,Quick Bites,"Continental, Italian, Fast Food","Byresandra,Tavarekere,Madiwala"
99,300.0,Yes,No,Quick Bites,North Indian,Bellandur
40,300.0,Yes,No,Quick Bites,"Biryani, North Indian",Brookefield
86,506.33460798014903,Yes,No,Cafe,"Cafe, Healthy Food, South Indian",Malleshwaram
160,288.26227891375146,Yes,No,Dessert Parlor,Desserts,"Byresandra,Tavarekere,Madiwala"
11,250.0,No,No,Quick Bites,North Indian,Bannerghatta Road
40,278.5599591981457,Yes,No,Quick Bites,"Rolls, Fast Food",Kalyan Nagar
1313,1800.0,Yes,Yes,"Casual Dining, Bar","Asian, Japanese, Vietnamese, Korean, Chinese, Thai",Whitefield
40,300.0,Yes,No,Dessert Parlor,Desserts,"Byresandra,Tavarekere,Madiwala"
6,300.0,Yes,No,Quick Bites,"South Indian, Biryani",Brigade Road
43,400.0,No,No,Food Court,"Mughlai, Chinese, North Indian, South Indian, Beverages",HSR
168,1000.0,No,Yes,Casual Dining,North Indian,Frazer Town
53,750.0,No,No,Casual Dining,"North Indian, Chinese",Malleshwaram
4,200.0,No,No,Quick Bites,Biryani,Indiranagar
187,600.0,Yes,No,Casual Dining,North Indian,Kalyan Nagar
68,750.0,Yes,No,Casual Dining,"Seafood, Mangalorean, North Indian, Biryani",Old Airport Road
136,280.4437207679505,Yes,No,Bakery,"Bakery, Fast Food",Whitefield
497,600.0,Yes,No,Quick Bites,"Italian, Pizza, Beverages","Byresandra,Tavarekere,Madiwala"
465,400.0,Yes,No,Quick Bites,"Kerala, South Indian, Chinese","Byresandra,Tavarekere,Madiwala"
517,731.726890536466,Yes,No,Casual Dining,North Indian,"Byresandra,Tavarekere,Madiwala"
6,450.0,No,No,Dhaba,"Chinese, North Indian",Whitefield
1487,742.8769335972179,No,No,Quick Bites,South Indian,Banashankari
54,3000.0,No,Yes,Fine Dining,North Indian,Lavelle Road
37,350.0,Yes,No,Quick Bites,Pizza,Kalyan Nagar
141,600.0,Yes,No,Quick Bites,"North Indian, Mughlai",Frazer Town
40,400.0,No,No,"Takeaway, Delivery",North Indian,Indiranagar
40,300.0,Yes,No,Quick Bites,"North Indian, Fast Food",Banashankari
40,1000.0,No,Yes,Casual Dining,"Continental, Italian, Beverages",Koramangala 4th Block
9,150.0,No,No,Quick Bites,"Chinese, North Indian, Biryani","Byresandra,Tavarekere,Madiwala"
209,500.0,Yes,No,Delivery,"North Indian, Mughlai, Fast Food",Kalyan Nagar
40,300.0,No,No,Quick Bites,South Indian,Bellandur
74,400.0,Yes,No,Quick Bites,North Indian,Bannerghatta Road
677,1500.0,Yes,Yes,Casual Dining,"North Indian, Mughlai, Biryani","Byresandra,Tavarekere,Madiwala"
297,350.0,Yes,No,Quick Bites,North Indian,Kalyan Nagar
40,162.8887061569872,No,No,Quick Bites,Fast Food,Sarjapur Road
54,1100.0,No,Yes,Casual Dining,"North Indian, Chinese, South Indian, Continental",Whitefield
12,800.0,No,No,Casual Dining,"North Indian, South Indian, Chinese",Rajajinagar
41,400.0,No,No,Quick Bites,North Indian,Brookefield
40,284.51541444474054,No,No,Quick Bites,Biryani,Kalyan Nagar
603,215.577326058017,Yes,No,Quick Bites,"Street Food, North Indian",Brookefield
44,400.0,Yes,No,Quick Bites,"North Indian, Chinese, Healthy Food",Electronic City
85,400.0,Yes,No,Quick Bites,North Indian,"Byresandra,Tavarekere,Madiwala"
21,150.0,No,No,Cafe,Cafe,Indiranagar
116,600.0,Yes,No,Casual Dining,"Andhra, Chinese, North Indian, Hyderabadi",Bellandur
43,400.0,Yes,No,Quick Bites,"Andhra, Chinese, Biryani",Electronic City
100,600.0,Yes,No,Delivery,"Biryani, North Indian, Chinese",Brookefield
119,400.0,Yes,No,Casual Dining,"North Indian, Chinese, South Indian",New BEL Road
40,500.0,No,No,Casual Dining,"North Indian, Chinese",Brookefield
202,450.0,Yes,Yes,Quick Bites,"North Indian, Biryani, Chinese, Street Food",Kalyan Nagar
155,600.0,No,No,Casual Dining,"North Indian, Chinese, Continental, South Indian",Brigade Road
40,300.0,No,No,Quick Bites,Biryani,Kalyan Nagar
32,400.0,No,No,Delivery,"Andhra, South Indian, North Indian, Biryani",Brookefield
68,300.0,Yes,No,Quick Bites,"Beverages, Juices, Ice Cream",Basavanagudi
7,250.0,No,No,Quick Bites,South Indian,New BEL Road
99,204.55851579486688,No,No,Quick Bites,North Indian,Koramangala 4th Block
6,1400.0,No,No,"Casual Dining, Pub","Andhra, Chinese, Continental",Electronic City
12,400.0,Yes,No,Quick Bites,"North Indian, South Indian, Chinese",Electronic City
760,2500.0,No,Yes,Fine Dining,"Continental, North Indian, Japanese, Italian",Bellandur
9,500.0,Yes,No,"Beverage Shop, Cafe","Cafe, Tea, North Indian",Malleshwaram
5,250.0,Yes,No,Quick Bites,Andhra,Bellandur
103,300.0,Yes,No,Quick Bites,"South Indian, North Indian",Malleshwaram
8,150.0,Yes,No,Beverage Shop,"Beverages, Juices",Rajajinagar
148,400.0,No,No,"Takeaway, Delivery","Cafe, Fast Food","Byresandra,Tavarekere,Madiwala"
40,150.0,Yes,No,Quick Bites,South Indian,Malleshwaram
120,1700.0,No,No,"Casual Dining, Bar","North Indian, Continental, Chinese, European",Old Airport Road
75,500.0539318940327,Yes,No,"Takeaway, Delivery","Cafe, Beverages",Electronic City
1449,800.0,Yes,Yes,Cafe,"Cafe, Continental","Byresandra,Tavarekere,Madiwala"
40,300.0,Yes,No,Delivery,"North Indian, Chinese",Bannerghatta Road
47,350.0,Yes,No,Quick Bites,North Indian,Basavanagudi
172,500.0,Yes,No,Casual Dining,"North Indian, Chinese, Biryani, Hyderabadi",Bannerghatta Road
69,300.0,No,No,Quick Bites,"Kerala, South Indian, Biryani","Byresandra,Tavarekere,Madiwala"
5227,2506.93277444376,No,Yes,"Bar, Casual Dining","Continental, American, Asian, North Indian, Burger",Brigade Road
81,400.0,Yes,No,Quick Bites,"North Indian, Chinese",Marathahalli
2697,550.0,Yes,No,Dessert Parlor,"Ice Cream, Pizza, Beverages",MG Road
258,1200.0,No,No,"Casual Dining, Bar","Continental, Chinese",Indiranagar
25,300.0,Yes,No,Food Court,Ice Cream,Bellandur
20,300.0,Yes,No,Quick Bites,"North Indian, Fast Food, Beverages",Basavanagudi
70,800.0,Yes,Yes,Casual Dining,"North Indian, Chinese, Arabian","Byresandra,Tavarekere,Madiwala"
66,400.0,No,No,Quick Bites,"Street Food, South Indian",HSR
40,250.0,No,No,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Kalyan Nagar
40,292.2332954545112,No,No,Quick Bites,"Kerala, Fast Food, Beverages",Kalyan Nagar
463,1700.0,No,No,Casual Dining,South Indian,Brookefield
40,118.48383979470249,Yes,No,Quick Bites,North Indian,Brookefield
313,763.4815694612219,Yes,No,Casual Dining,"African, Burger",Jayanagar
1697,1467.6872275827577,No,Yes,"Microbrewery, Casual Dining","Continental, North Indian, Chinese, Pizza, Thai","Byresandra,Tavarekere,Madiwala"
12,250.0,Yes,No,Quick Bites,Fast Food,Bannerghatta Road
40,450.87393638719806,No,No,Delivery,North Indian,Brookefield
40,250.0,Yes,No,Quick Bites,North Indian,Bellandur
40,900.0,Yes,No,Casual Dining,"North Indian, Chinese, South Indian",Electronic City
44,500.0,Yes,No,Quick Bites,"Tibetan, Asian, Momos","Byresandra,Tavarekere,Madiwala"
4870,1779.501153692847,No,Yes,"Casual Dining, Bar","Japanese, Thai, Chinese, Korean","Byresandra,Tavarekere,Madiwala"
360,2953.249094552076,No,Yes,Fine Dining,"North Indian, Mughlai",Brigade Road
1030,733.2787662805819,Yes,No,Cafe,"Cafe, Desserts, Beverages","Byresandra,Tavarekere,Madiwala"
185,339.5207938892735,Yes,No,Quick Bites,"South Indian, Fast Food",Banashankari
4,350.0,No,No,Quick Bites,Fast Food,Marathahalli
87,400.0,Yes,No,"Bakery, Dessert Parlor","Bakery, Desserts",Malleshwaram
5,350.0,No,No,Food Truck,"Chinese, Fast Food",Kalyan Nagar
7,200.0,Yes,No,Quick Bites,South Indian,New BEL Road
35,250.0,Yes,No,Quick Bites,"North Indian, Chinese",Brookefield
40,300.0,No,No,Quick Bites,South Indian,Bellandur
23,200.0,No,No,Mess,North Indian,New BEL Road
2960,963.3738207517501,Yes,No,Casual Dining,"Cafe, American, Burger, Sandwich, Beverages","Byresandra,Tavarekere,Madiwala"
15,350.0,Yes,No,Quick Bites,"North Indian, Andhra, Chinese, Seafood",Rajajinagar
11,350.0,Yes,No,"Takeaway, Delivery",Bakery,Bellandur
92,150.0,No,No,Quick Bites,South Indian,Banashankari
495,795.7947101833386,Yes,No,Cafe,"Cafe, Continental, Burger",Bellandur
60,2000.0,No,No,Lounge,"Mexican, Tex-Mex",Brigade Road
40,200.0,No,No,Dessert Parlor,"Desserts, Ice Cream",Kalyan Nagar
22,350.0,Yes,No,Delivery,Fast Food,Frazer Town
435,650.0,Yes,No,Casual Dining,Bengali,Bannerghatta Road
40,350.0,Yes,No,"Takeaway, Delivery","Fast Food, Burger, Pizza",Kalyan Nagar
21,350.0,Yes,No,Food Court,Tibetan,Marathahalli
9,200.0,No,No,Beverage Shop,Beverages,Jayanagar
686,1500.0,No,No,Casual Dining,"Finger Food, Continental, North Indian, Chinese",Brigade Road
28,550.0,Yes,No,Casual Dining,"North Indian, Chinese",Kammanahalli
7,100.0,No,No,Kiosk,"Fast Food, Rolls",Sarjapur Road
517,1222.5840722284188,Yes,Yes,"Casual Dining, Cafe","American, Cafe, Continental",Brookefield
